               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 136,            0.019886,           0.0054737,                   0,             0.93394,             0.84831,              0.8874,             0.48639,            0.030234,           0.0042103,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.019606,           0.0054839,                   0,              0.9338,                0.86,             0.88679,              0.4982,            0.030524,           0.0042226,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.019752,           0.0056413,                   0,             0.95483,                0.86,             0.90557,             0.52237,            0.031256,           0.0042856,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.020236,           0.0056548,                   0,             0.91754,                0.84,             0.85706,             0.50238,            0.030969,           0.0042706,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.018671,           0.0054677,                   0,             0.90536,                0.84,             0.85404,             0.50021,            0.031115,           0.0041953,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.020766,           0.0052781,                   0,             0.91298,             0.83939,             0.82796,              0.5028,            0.029795,           0.0041991,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.020185,           0.0052385,                   0,             0.88969,                0.84,             0.85372,             0.51278,            0.029328,            0.004218,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.019471,           0.0051716,                   0,             0.93413,             0.85096,             0.88012,              0.5012,             0.03017,           0.0043756,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.018983,           0.0053665,                   0,             0.94278,                0.86,             0.89958,             0.47714,            0.030711,           0.0044318,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.018007,           0.0053095,                   0,             0.94727,                0.86,             0.90038,             0.49941,            0.030089,           0.0042979,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.018981,           0.0049375,                   0,             0.95541,             0.85722,             0.90145,             0.50639,            0.030068,           0.0042603,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.018907,           0.0052355,                   0,             0.94602,                0.86,              0.9011,             0.52033,            0.030288,           0.0042492,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.018597,           0.0053602,                   0,             0.94339,                0.86,             0.89918,             0.49679,            0.030795,           0.0043307,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.019916,           0.0053682,                   0,              0.9484,                0.86,             0.90345,             0.51489,            0.031013,           0.0044475,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.019425,           0.0050421,                   0,             0.95046,                0.86,             0.90404,             0.51563,            0.030778,           0.0043999,                   0,            0.005083,            0.005083,            0.005083
                 151,             0.01954,           0.0052671,                   0,             0.97733,                0.86,              0.9047,             0.52485,            0.030888,           0.0044435,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.018228,           0.0053128,                   0,             0.96733,                0.84,             0.89078,             0.49358,            0.032167,           0.0045477,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.018407,           0.0053295,                   0,             0.95374,             0.82469,             0.88781,             0.49305,            0.031352,           0.0044376,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.018964,           0.0052891,                   0,              0.9538,             0.82589,             0.90647,              0.5113,             0.03065,           0.0043016,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.018032,           0.0050751,                   0,             0.93473,             0.85926,             0.89037,             0.50145,             0.02966,           0.0042229,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.018993,           0.0052677,                   0,             0.95326,             0.81592,             0.85929,             0.50785,            0.029973,           0.0043272,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.019422,           0.0052577,                   0,             0.93021,                0.82,             0.86091,               0.515,            0.030721,           0.0043092,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.019303,           0.0051088,                   0,             0.94935,                0.84,             0.89782,              0.4984,            0.031819,           0.0042603,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.018794,           0.0054096,                   0,             0.94519,                0.84,             0.91152,             0.51279,            0.030479,           0.0042027,                   0,            0.004786,            0.004786,            0.004786
                 160,              0.0188,           0.0054186,                   0,             0.91014,             0.81043,              0.8822,             0.50814,            0.031094,           0.0042374,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.018341,           0.0051339,                   0,             0.90414,                0.84,             0.88189,             0.48496,            0.031351,           0.0042478,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.019251,           0.0051869,                   0,             0.89185,                0.84,             0.87901,             0.48037,             0.03134,           0.0042979,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.018027,           0.0050552,                   0,              0.9125,                0.82,             0.87059,             0.50142,            0.030711,           0.0042837,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.018625,           0.0055311,                   0,             0.91003,                0.84,             0.87423,             0.50152,            0.030643,            0.004357,                   0,            0.004621,            0.004621,            0.004621
                 165,              0.0186,            0.005812,                   0,             0.93403,                0.86,             0.90091,             0.49932,             0.03032,           0.0043346,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.018436,           0.0050321,                   0,             0.93229,                0.86,             0.90204,             0.50012,            0.030685,           0.0043289,                   0,            0.004555,            0.004555,            0.004555
